id,intencion,categoria,pregunta,tipo_respuesta,respuesta,Enlace
1982,practicas,información,¿Las prácticas se reflejan en mi historial?,texto,"Sí, forman parte de tu registro.",
1983,practicas,información,¿Puedo hacer prácticas en vacaciones largas?,texto,"Sí, dependiendo del programa.",
1984,practicas,información,¿Las prácticas se pueden hacer en cualquier semestre?,texto,"No, debes cumplir con el avance requerido en tu plan de estudios.",
1985,practicas,información,¿Puedo hacer prácticas si voy atrasado?,texto,Depende de si cumples con los requisitos académicos.,
1986,practicas,información,¿Las prácticas tienen que ser continuas?,texto,"Sí, generalmente deben cumplirse en un periodo definido.",
1987,practicas,información,¿Puedo dividir mis prácticas en partes?,texto,Depende de la autorización institucional.,
1988,practicas,información,¿Las prácticas tienen fecha límite?,texto,"Sí, deben completarse en el tiempo establecido.",
1989,practicas,información,¿Puedo hacer prácticas en otra universidad?,texto,Depende de convenios y autorización.,
1990,practicas,información,¿Las prácticas requieren convenio con la empresa?,texto,"Sí, normalmente es necesario.",
1991,practicas,información,¿Puedo hacer prácticas sin convenio?,texto,"No, deben estar formalizadas.",
1992,practicas,información,¿Las prácticas deben estar registradas antes de iniciar?,texto,"Sí, para que sean válidas.",
1993,practicas,información,¿Las prácticas pueden ser canceladas por la universidad?,texto,"Sí, si no cumplen requisitos.",
1994,practicas,información,¿Puedo hacer prácticas en una ONG?,texto,"Sí, si es aprobada por la institución.",
1995,practicas,información,¿Las prácticas pueden ser en el sector público?,texto,"Sí, si cumplen con los requisitos.",
1996,practicas,información,¿Las prácticas pueden ser en el sector privado?,texto,"Sí, con autorización.",
1997,practicas,información,¿Las prácticas pueden ser en investigación?,texto,"Sí, dependiendo de la carrera.",
1998,practicas,información,¿Las prácticas pueden ser en laboratorio?,texto,"Sí, si corresponde a tu área.",
1999,practicas,información,¿Las prácticas tienen que ser presenciales?,texto,Depende de la modalidad autorizada.,
2000,practicas,información,¿Las prácticas pueden ser híbridas?,texto,Depende de la institución y autorización.,
2001,practicas,información,¿Las prácticas requieren seguro facultativo?,texto,"Sí, debes contar con cobertura.",
2002,practicas,información,¿Puedo hacer prácticas si no tengo seguro?,texto,"No, debes contar con seguro vigente.",
2003,practicas,información,¿Las prácticas tienen seguimiento por parte de la universidad?,texto,"Sí, mediante asesor o coordinación.",
2004,practicas,información,¿Dónde registro mis prácticas profesionales?,texto,Con tu coordinación de carrera.,
2005,practicas,información,¿Cómo entrego mi informe de prácticas?,texto,Según el procedimiento indicado por tu programa.,
2006,practicas,información,¿Dónde entrego la carta de terminación?,texto,En la coordinación correspondiente.,
2007,practicas,información,¿Cómo compruebo mis horas de prácticas?,texto,Con documentos firmados por la empresa.,
2008,practicas,información,¿Cómo solicito validación de prácticas?,texto,Debes entregar los documentos requeridos.,
2009,practicas,información,¿Debo registrar mi empresa de prácticas?,texto,"Sí, como parte del proceso.",
2010,practicas,información,¿Debo entregar evidencia de actividades?,texto,"Sí, mediante reportes o informes.",
2011,practicas,información,¿Cómo cierro mi proceso de prácticas?,texto,Entregando toda la documentación requerida.,
2012,practicas,información,¿Debo firmar un convenio para prácticas?,texto,"Sí, generalmente es obligatorio.",
2013,practicas,información,¿Puedo iniciar prácticas sin documentos?,texto,"No, debes completar el proceso previo.",
2014,practicas,información,¿Las prácticas pueden influir en mi titulación?,texto,"Sí, si son requisito deben completarse.",
2015,practicas,información,¿Puedo hacer prácticas en otra ciudad?,texto,"Sí, con autorización institucional.",
2016,practicas,información,¿Las prácticas pueden ayudarme a conseguir empleo?,texto,"Sí, generan experiencia profesional.",
2017,practicas,información,¿Las prácticas deben cumplir objetivos?,texto,"Sí, deben estar relacionadas con tu formación.",
2018,practicas,información,¿Las prácticas requieren evaluación del supervisor?,texto,"Sí, es parte del proceso.",
2019,practicas,información,¿Puedo hacer prácticas en varias áreas?,texto,Depende del programa y autorización.,
2020,practicas,información,¿Las prácticas tienen lineamientos específicos?,texto,"Sí, definidos por cada carrera.",
2021,practicas,información,¿Puedo hacer prácticas sin estar inscrito?,texto,"No, debes ser alumno activo.",
2022,practicas,información,¿Las prácticas se pueden repetir si no acredité?,texto,"Sí, debes cumplir nuevamente el proceso.",
2023,practicas,información,¿Las prácticas son obligatorias para todos?,texto,Depende del plan de estudios.,
2024,proyecto_modular,información,proyecto modular,texto,El proyecto modular es una actividad académica integradora donde los estudiantes aplican los conocimientos adquiridos durante el ciclo escolar en un proyecto práctico.,
2025,proyecto_modular,información,¿Para qué sirve el proyecto modular?,texto,Sirve para integrar conocimientos teóricos y prácticos de diferentes materias en un solo proyecto.,
2026,proyecto_modular,información,¿El proyecto modular es obligatorio?,texto,"Sí, en muchos programas académicos es un requisito obligatorio dentro del plan de estudios.",
2027,proyecto_modular,información,¿En qué semestre se realiza el proyecto modular?,texto,"Depende del plan de estudios de cada carrera, pero generalmente se realiza en semestres avanzados.",
2028,proyecto_modular,información,¿Quién supervisa el proyecto modular?,texto,El proyecto modular es supervisado por profesores o asesores asignados por el programa académico.,
2029,proyecto_modular,información,¿El proyecto modular se realiza en equipo o individualmente?,texto,Puede realizarse de forma individual o en equipo dependiendo de las indicaciones del curso.,
2030,proyecto_modular,información,¿Qué temas pueden abordarse en el proyecto modular?,texto,Los temas están relacionados con problemas reales o aplicaciones de la carrera.,
2031,proyecto_modular,información,¿El proyecto modular tiene valor en créditos?,texto,"Sí, normalmente forma parte de las asignaturas con créditos dentro del plan de estudios.",
2032,proyecto_modular,información,¿Se debe presentar el proyecto modular?,texto,"Sí, generalmente se debe presentar ante profesores o evaluadores al finalizar el proyecto.",
2033,proyecto_modular,información,¿El proyecto modular tiene evaluación?,texto,"Sí, se evalúa considerando el desarrollo del proyecto, la documentación y la presentación final.",
2034,proyecto_modular,información,¿Qué habilidades se desarrollan en el proyecto modular?,texto,"Se desarrollan habilidades de investigación, análisis, diseño y solución de problemas.",
2035,proyecto_modular,información,¿El proyecto modular puede ser un prototipo?,texto,"Sí, en carreras como ingeniería o mecatrónica puede incluir el desarrollo de un prototipo.",
2036,proyecto_modular,información,¿El proyecto modular puede relacionarse con la industria?,texto,"Sí, en muchos casos se busca resolver problemas reales de empresas o del entorno.",
2037,proyecto_modular,información,¿El proyecto modular requiere reporte escrito?,texto,"Sí, normalmente se debe entregar un reporte técnico del proyecto realizado.",
2038,proyecto_modular,información,¿Dónde puedo consultar los lineamientos del proyecto modular?,enlace,https://lagos.udg.mx/sites/default/files/adjuntos/lineamientos_proyecto_modular_-_imec.pdf,
2039,proyecto_modular,información,¿El proyecto modular puede convertirse en tesis?,texto,"Sí, en algunos casos puede servir como base para un trabajo de titulación.",
2040,proyecto_modular,información,¿Quién asigna el tema del proyecto modular?,texto,Puede ser asignado por el profesor o propuesto por los estudiantes.,
2041,proyecto_modular,información,¿Qué pasa si no apruebo el proyecto modular?,texto,Deberás repetir o volver a presentar el proyecto según el reglamento académico.,
2042,proyecto_modular,información,¿Se necesita asesor para el proyecto modular?,texto,"Sí, generalmente se asigna un asesor académico que guía el desarrollo del proyecto.",
2043,proyecto_modular,información,¿El proyecto modular tiene una duración específica?,texto,Normalmente se desarrolla durante un semestre académico.,
2044,proyecto_modular,información,¿Qué debe incluir el reporte del proyecto modular?,texto,"Debe incluir introducción, objetivos, metodología, resultados y conclusiones.",
2045,proyecto_modular,información,¿Se debe documentar el proceso del proyecto modular?,texto,"Sí, la documentación es parte importante de la evaluación del proyecto.",
2046,proyecto_modular,información,¿El proyecto modular puede involucrar investigación?,texto,"Sí, muchos proyectos incluyen investigación aplicada o desarrollo tecnológico.",
2047,proyecto_modular,información,¿El proyecto modular puede realizarse con una empresa?,texto,"Sí, algunas universidades permiten desarrollar proyectos en colaboración con empresas.",
2048,proyecto_modular,información,¿El proyecto modular requiere presentación oral?,texto,"Sí, generalmente se presenta ante profesores o jurado académico.",
2049,proyecto_modular,información,¿Qué beneficios tiene realizar el proyecto modular?,texto,"Permite aplicar conocimientos, desarrollar habilidades profesionales y fortalecer la experiencia práctica.",
2050,proyecto_modular,información,¿El proyecto modular se registra en algún sistema?,texto,"Sí, normalmente se registra ante la coordinación académica.",
2051,proyecto_modular,información,¿El proyecto modular forma parte del plan de estudios?,texto,"Sí, forma parte del plan académico de la carrera.",
2052,proyecto_modular,información,¿El proyecto modular se relaciona con las materias cursadas?,texto,"Sí, integra conocimientos de diferentes asignaturas.",
2053,proyecto_modular,información,¿Dónde puedo obtener asesoría para mi proyecto modular?,texto,Puedes acudir con tu asesor académico o con la coordinación de la carrera.,
2054,proyecto_modular,información,¿Cómo registro mi proyecto modular?,texto,Debes registrarlo ante la coordinación académica según las indicaciones del curso.,
2055,proyecto_modular,información,¿Dónde registro mi proyecto modular?,texto,En la coordinación de tu carrera.,
2056,proyecto_modular,información,¿Debo entregar avance del proyecto modular?,texto,"Sí, según las indicaciones del asesor.",
2057,proyecto_modular,información,¿Debo entregar el proyecto modular en fechas específicas?,texto,"Sí, conforme al calendario del curso.",
2058,proyecto_modular,información,¿Debo presentar mi proyecto modular al final del semestre?,texto,"Sí, como parte de la evaluación final.",
2059,proyecto_modular,información,¿Debo seguir lineamientos para el proyecto modular?,texto,"Sí, establecidos por el programa académico.",
2060,proyecto_modular,información,¿Debo trabajar con un asesor durante el proyecto modular?,texto,"Sí, el asesor guía el desarrollo del proyecto.",
